DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
23-Sep-2025,EQ,"774.05","775.70","756.10","773.75","760.30","759.40","761.88","929.00","601.20",3258299,"2,48,24,32,585.65",57980
22-Sep-2025,EQ,"777.70","787.50","771.00","777.70","773.20","773.75","780.20","929.00","601.20",1647107,"1,28,50,74,098.15",36601
19-Sep-2025,EQ,"784.80","790.25","772.95","783.10","778.60","777.70","779.58","929.00","601.20",4131716,"3,22,09,93,814.50",65223
18-Sep-2025,EQ,"789.00","792.80","781.10","786.45","783.75","783.10","785.60","929.00","601.20",2060110,"1,61,84,29,608.60",40024
17-Sep-2025,EQ,"789.70","794.80","782.30","786.75","786.00","786.45","786.80","929.00","601.20",2071167,"1,62,95,94,574.50",47300
16-Sep-2025,EQ,"778.00","791.35","772.70","775.70","787.00","786.75","782.34","929.00","601.20",2886766,"2,25,84,18,237.30",53068
15-Sep-2025,EQ,"762.90","781.70","759.40","758.40","776.80","775.70","772.27","929.00","601.20",3676193,"2,83,90,04,063.35",69741
12-Sep-2025,EQ,"759.35","764.40","754.20","756.35","757.50","758.40","757.74","929.00","601.20",1594096,"1,20,79,04,504.50",42316
11-Sep-2025,EQ,"754.00","758.95","749.00","754.30","757.00","756.35","754.69","929.00","601.20",1490945,"1,12,52,03,358.80",32819
10-Sep-2025,EQ,"754.00","762.45","750.00","751.10","750.10","754.30","755.56","929.00","601.20",2342062,"1,76,95,59,871.10",54724
09-Sep-2025,EQ,"757.50","759.00","746.35","757.50","751.70","751.10","751.61","929.00","601.20",1667910,"1,25,36,15,046.00",43656
08-Sep-2025,EQ,"757.50","764.70","755.00","755.55","758.20","757.50","759.60","929.00","601.20",1292430,"98,17,31,278.35",25154
05-Sep-2025,EQ,"766.20","770.90","745.60","758.10","756.95","755.55","757.99","929.00","601.20",2128432,"1,61,33,21,594.25",44078
04-Sep-2025,EQ,"772.00","777.30","755.90","764.40","758.50","758.10","765.28","929.00","601.20",1949211,"1,49,16,90,793.90",51359
03-Sep-2025,EQ,"757.95","765.85","754.90","754.80","764.95","764.40","761.59","929.00","601.20",1432401,"1,09,09,04,549.65",28621
02-Sep-2025,EQ,"749.20","765.50","745.55","748.30","756.50","754.80","757.32","929.00","601.20",1726671,"1,30,76,36,291.40",40038
01-Sep-2025,EQ,"739.55","750.00","737.00","739.05","749.30","748.30","743.47","929.00","601.20",1427328,"1,06,11,82,216.55",31316
29-Aug-2025,EQ,"747.00","754.10","737.55","749.45","739.95","739.05","744.78","929.00","601.20",3054170,"2,27,46,79,708.50",72743
28-Aug-2025,EQ,"754.50","757.25","743.35","754.60","750.35","749.45","749.85","929.00","601.20",2806487,"2,10,44,55,773.60",62308
26-Aug-2025,EQ,"768.00","769.60","753.00","772.00","754.90","754.60","757.23","929.00","601.20",2452380,"1,85,70,14,724.70",58290
25-Aug-2025,EQ,"764.45","775.85","764.00","762.55","771.95","772.00","771.42","929.00","601.20",1718841,"1,32,59,43,500.20",54676
22-Aug-2025,EQ,"772.00","773.20","759.10","773.20","762.00","762.55","766.51","929.00","601.20",1302086,"99,80,66,986.90",32450
21-Aug-2025,EQ,"771.50","783.90","770.50","770.50","774.00","773.20","777.59","929.00","601.20",1946556,"1,51,36,14,265.35",58282
20-Aug-2025,EQ,"775.85","779.70","769.05","776.10","770.45","770.50","773.44","929.00","601.20",1715213,"1,32,66,09,256.60",41923
19-Aug-2025,EQ,"770.00","778.00","765.05","768.90","777.20","776.10","773.13","929.00","601.20",1883917,"1,45,65,09,485.30",42097
18-Aug-2025,EQ,"766.00","777.90","759.05","751.55","767.65","768.90","768.67","929.00","601.20",3501272,"2,69,13,11,314.40",88580
